Category,PTG,PT,Required,Optional,ConRequ
Health,Health,Over the Counter Medicines,Brand|Correct Product Name|Drug Facts Label Image|Flexible Spending Account Eligible|Has Ingredient List|Ingredient List Image|Ingredients Text|Main Image URL|Nutrition Facts Label Image|Product Long Description|Product Short Description|Correct Product Type|Supplement Facts Label Image|Over the Counter Medicine Type|Symptoms,,is Drug Facts Label Required|is Nutrition Facts Label Required|is Supplement Facts Label Required
Health,Health,Mineral Supplements,Brand|Correct Product Name|Drug Facts Label Image|Flexible Spending Account Eligible|Has Ingredient List|Ingredient List Image|Ingredients Text|Main Image URL|Nutrition Facts Label Image|Product Long Description|Product Short Description|Correct Product Type|Supplement Facts Label Image|Primary Ingredient,,is Drug Facts Label Required|is Nutrition Facts Label Required|is Supplement Facts Label Required
Health,Health,Sexual Lubricants,Brand|Correct Product Name|Drug Facts Label Image|Flexible Spending Account Eligible|Has Ingredient List|Ingredient List Image|Ingredients Text|Main Image URL|Nutrition Facts Label Image|Product Long Description|Product Short Description|Correct Product Type|Supplement Facts Label Image|Sexual Lubricant Type,,is Drug Facts Label Required|is Nutrition Facts Label Required|is Supplement Facts Label Required
Health,Health,Shower & Bath Stools & Benches,Brand|Correct Product Name|Drug Facts Label Image|Flexible Spending Account Eligible|Has Ingredient List|Ingredient List Image|Ingredients Text|Main Image URL|Nutrition Facts Label Image|Product Long Description|Product Short Description|Correct Product Type|Supplement Facts Label Image|Shower and Bath Stool and Bench Type,,is Drug Facts Label Required|is Nutrition Facts Label Required|is Supplement Facts Label Required
Health,Health,Vibrators,Brand|Correct Product Name|Drug Facts Label Image|Flexible Spending Account Eligible|Has Ingredient List|Ingredient List Image|Ingredients Text|Main Image URL|Nutrition Facts Label Image|Product Long Description|Product Short Description|Correct Product Type|Supplement Facts Label Image|Vibrator Type,,is Drug Facts Label Required|is Nutrition Facts Label Required|is Supplement Facts Label Required
Health,Nutrition & Weight Management,Nutrition Drinks,Brand|Correct Product Name|Count|Count Per Pack|Features|Flavor|Food Form|Main Image URL|Multipack Quantity|Product Long Description||Product Short Description|Correct Product Type|Protein Per Serving|Servings Per Container|Size|Serving Size|Product Secondary Image URL,Health Concerns|Nutrient Content Claims|Product Line|Age Group|Ingredient Preference,
Health,Nutrition & Weight Management,Meal Replacement Bars,Brand|Correct Product Name|Count|Count Per Pack|Features|Flavor|Food Form|Main Image URL|Multipack Quantity|Product Long Description||Product Short Description|Correct Product Type|Protein Per Serving|Servings Per Container|Size|Calories Per Serving|Product Secondary Image URL,Health Concerns|Nutrient Content Claims|Product Line|Primary Ingredient,
Health,Nutrition & Weight Management,Meal Replacement Drinks,Brand|Correct Product Name|Count|Count Per Pack|Features|Flavor|Food Form|Main Image URL|Multipack Quantity|Product Long Description||Product Short Description|Correct Product Type|Protein Per Serving|Servings Per Container|Size|Serving Size|Product Secondary Image URL,Health Concerns|Nutrient Content Claims|Product Line|Primary Ingredient,Container Type
Health,Nutritional Supplements,Amino Acids,Age Group|Brand|Correct Product Name|Count|Count Per Pack|Form|Ingredient List Image|Ingredients Text|is Drug Facts Label Required|is Nutrition Facts Label Required|is Supplement Facts Label Required|Main Image URL|Multipack Quantity|Product Long Description|Product Net Content Quantity|Product Net Content UOM|Product Short Description|Correct Product Type|Vitamin and Supplement Type,Dosage|Gender|Health Concerns|Ingredient Preference|Organic Certifications|Recommended Use|Serving Size|Servings Per Container|Activity Stage,Drug Facts Label Image|Nutrition Facts Label Image|Supplement Facts Label Image
Health,Nutritional Supplements,Appetite Control & Suppressants,Age Group|Brand|Correct Product Name|Count|Count Per Pack|Form|Ingredient List Image|Ingredients Text|is Drug Facts Label Required|is Nutrition Facts Label Required|is Supplement Facts Label Required|Main Image URL|Multipack Quantity|Product Long Description|Product Net Content Quantity|Product Net Content UOM|Product Short Description|Correct Product Type|Vitamin and Supplement Type|Fitness Goal|Flavor|Primary Ingredient|Vitamin and Supplement Function,Dosage|Gender|Health Concerns|Ingredient Preference|Organic Certifications|Recommended Use|Serving Size|Servings Per Container,Drug Facts Label Image|Nutrition Facts Label Image|Supplement Facts Label Image
